Name,MinPrice,MaxPrice
Lalola de Javi Abascal,35,35
Az-Zait,36,48
El Gallinero de Sandra,38,70
El Rinconcico,45,45
Anaco,40,40
A Viaxe,35,42
A Horta d'Obradoiro,45,45
Asador Gonzaba,50,50
Café de Altamira,15,40
Mamá Peixe,13,45
Mar de Esteiro,37,55
Abastos 2.0 - Mesas,30,45
Pampín Bar,20,45
Casa el Tio David,35,47
Taberna Cuzeo,45,50
Casa Chongastán,42,42
El Mercáo,26,50
Steki,45,45
Tabula Rasa,33,33
Cal Xim,23,45
Zabala,22,55
Alberca,32,45
Natxo Sellés,22,39
Txebiko Cachetero,50,50
La Cocina de Ramón,25,65
Artabria,35,40
El de Alberto,39,45
Terreo,45,45
Mesón Nelia,45,45
Vinòmic,18,50
El Risco,50,50
Lilium,38,44
Perro Limón,40,40
Alborada,20,45
Llantén,49,50
Quema,35,50
Morro Tango,20,48
Qué Leche,40,40
Pícaro,35,35
El Santo,45,45
El Equilibrista 33,50,80
Hostal Jaumet,14,40
Ceibe,34,69
Pacífico,32,35
Gala,35,60
Noi,48,65
Las Tortillas de Gabino,50,50
Casa Mortero,47,47
Vinoteca Moratín,45,45
Taberna Recreo,40,40
Taberna Úbeda,24,35
Sagrario Tradición,43,43
Tepic,35,45
Garelos,15,45
La Maruca - Velázquez,45,45
Bolívar,20,45
Treze,14,65
La MaMá,35,49
La Montería,36,48
Quinqué,50,50
Bacira,45,45
2 Estaciones,25,55
Forastera,35,55
Blanqueries,21,50
Kaymus,32,55
Yarza,45,45
Casa Pedro,11,40
A Taberna do Trasno,40,45
Mesón Sabor Andaluz,35,35
El Recetario,56,56
Farragua,40,60
Cadelo,42,42
Agua Salada,45,45
Umma,45,45
Querida Margarita,20,20
Daría,45,45
Almanaque,55,55
Contraseña,35,42
Trasiego,20,48
La Cuchara de San Lorenzo,40,80
La Taberna de Almodóvar,60,60
El Envero,45,45
Terra Olea,32,50
Becook,37,37
Casa Marco,45,45
Abisal,29,39
Morrofino,40,42
Topa,40,40
Agorregi,27,59
Avanico,38,38
Smoix,39,48
La Mundana,40,40
Vivanda,50,50
Cruix,35,39
Berbena,50,50
Saó,23,63
Avenir,29,68
Iva New Balkan Cuisine,"2,100","2,100"
Cristiano's,"4,000","5,000"
Ryukyu Chinese Dining TAMA,"4,000","6,000"
Pizzeria Bella Napoli,"2,000","5,000"
Tompachitei,"1,500","3,000"
Bar Enrique,"4,000","5,000"
Kankokushokudo Iru Sakaagaru,"4,000","6,500"
L'INSIEME,"2,000","5,000"
TXIKI PLAKA,"4,000","6,000"
ENRIQUE MARRUECOS,"5,000","7,000"
KAMIYA,"3,000","5,000"
Ittoan,"1,500","5,000"
Tonkatsu Enraku,"1,000","2,500"
Teuchisoba Narutomi,"1,000","5,000"
Kinoshita,"3,000","9,000"
Chukakosai JASMINE,"1,000","9,000"
L'ottocento,"1,500","6,000"
Andagyoza,"1,000","2,500"
YAMATO,"4,500","7,000"
TRATTORIA BUCA'MASSIMO,"2,000","6,000"
Kotaro,"6,000","8,000"
Sanukiya,"3,000","8,000"
Tohakuan Karibe,"1,000","4,000"
Neki,"1,500","9,000"
Ma Cuisine,"6,000","8,000"
Shuko Takigiya,"3,500","6,000"
BRAMASOLE,"2,000","7,000"
Hutong Sanki,"1,000","6,000"
Chugokusai chillin',"2,000","8,000"
L'oiseau,"4,000","6,000"
Äta,"6,000","8,000"
Seiyoryori Shichijo,"1,500","6,000"
Maruyama Gyoza Seisakujo,"1,000","2,000"
Negima,"5,000","7,000"
Kyorakutei,"1,000","5,000"
estación,"6,000","8,000"
La Boucherie Goûtons,"5,000","7,000"
COMME À LA MAISON,"6,000","9,000"
Gyozabo Chohakkai,"2,000","4,000"
Odenya den,"3,000","5,000"
Shikigohan Harema,"3,000","6,000"
anikò,"1,500","8,000"
Mejiro Shunkotei,"1,500","9,000"
Cosi Com'ē,"6,000","9,000"
Menson RAGE,"1,000","1,500"
REI,"1,500","6,000"
Arakicho Rokkan,"5,000","9,500"
BistroCaniche,"5,000","8,000"
Soba Osame,"3,000","5,000"
Bistro topology,"2,500","7,500"
bistro Tiroir,"4,000","9,000"
T'astous,"4,500","8,000"
Les Copains de DOMINIQUE BOUCHET,"3,000","8,000"
La Trattoriaccia,"3,000","6,000"
Chukasoba KOTETSU,"1,000","1,500"
bépocah,"6,000","9,000"
Kinfuku Hong Kong Bishoku,"4,000","6,000"
Spicy Curry Roka,"1,000","1,500"
Si・ba・ki,"3,000","9,000"
sugahara,"3,500","7,000"
Soba Tajima,"1,500","6,000"
Tonkatsu Narikura,"5,000","8,000"
SŌWADŌ,"6,000","8,000"
Yoshoku Wine Fritts,"1,500","6,000"
EN FACE,"4,000","6,000"
Ramenya Toy Box,"1,000","1,500"
Nemurian,"1,500","3,000"
ENGINE,"2,000","8,000"
Katsuyoshi,"2,000","7,500"
Meishan,"2,000","9,000"
Kippei,"1,500","6,000"
Grace,"1,000","8,000"
RISTORANTE Cucina Shige,"4,000","8,000"
Ramen Koike,"1,000","1,500"
Tonkatsu Hasegawa,"1,500","4,000"
Mar de Cristiano,"4,000","5,000"
Toriyaki Sasaya,"3,000","5,000"
Watabe,"4,000","7,000"
Konakara Honten,"4,000","6,000"
Meguro Sushi Taichi,"3,500","8,000"
Seijo Seika,"1,000","1,500"
Dennoji,"3,000","5,000"
Toricho,"5,500","7,000"
King Seimen,"1,000","1,500"
L'AMITIE,"1,500","4,000"
Yakitori Kato,"4,000","6,000"
Komatsu,"5,000","8,000"
Dhaba India,"1,000","4,000"
PST Roppongiten,"3,000","4,000"
Tokihami,"6,000","9,000"
Kirimugiya Jinroku,"1,000","3,000"
Los Reyes Magos,"4,500","7,000"
Ponta Honke,"4,000","9,000"
Sumiyaki Yoshicho,"5,000","7,000"
Spice,"1,500","3,000"
Edosoba Hosokawa,"2,000","4,000"
Tsukiji Bunkajin,"1,000","5,000"
bistro simba,"6,000","9,000"
AUDACE,"6,000","9,000"
O2,"5,500","9,500"
Homemade Ramen Muginae,"1,000","1,500"
Le cabaret,"5,000","6,000"
Teuchisoba Kikutani Sugamo Honten,"1,000","6,000"
Osobano Kouga,"1,000","7,000"
BOLT,"5,000","7,000"
Sennomago,"1,500","7,000"
Noto Kanazawanosachi Ginza Furuta,"5,000","8,000"
Katchar Batchar,"1,500","2,500"
Jimbocho Kurosu,"1,000","2,000"
The Pizza Bar on 38th,"5,000","8,000"
YAKUMO,"1,000","2,000"
Hashimoto,"3,500","5,000"
Tempura Abe Hacchometen,"1,000","9,000"
Kan Coffee Fujifuji,"5,000","8,000"
Ăn Cơm,"1,500","6,000"
Tomato,"2,000","5,000"
Le Monde Gourmand,"3,000","8,000"
Yakitori Abe,"5,000","7,000"
SPiCE Cafe,"1,500","5,500"
Matsunozushi,"5,000","8,000"
Yakitori Shira,"5,000","7,000"
Ohjuri Sa Rang Chae,"1,000","5,000"
Kushikomabo,"4,000","6,000"
Sharikimon Chawambu,"3,500","8,500"
ARROCERÍA La Panza,"3,500","8,000"
Shimbashi Kamata,"4,000","5,000"
Concerto,"3,500","7,000"
Menya sign,"1,000","2,000"
Nonokura,"1,000","1,500"
Chanko Masuiyama,"5,000","9,000"
Washokuto Washu Ogata,"5,000","8,000"
roku,"3,500","8,000"
UNE PINCÉE,"6,000","9,000"
Soba Takashima,"1,000","3,000"
Les jardin des dodine,"1,500","5,000"
Nakatogawa,"3,500","6,000"
Chanko Kawasaki,"4,000","6,000"
ROZZO SICILIA,"5,000","7,000"
Ikejiri Asano,"4,000","9,000"
Neiroya,"1,000","2,500"
Kushikoma Honten,"6,000","8,000"
mille,"5,000","8,000"
SUSHI KOURIN,"4,000","8,000"
Toritsune Shizendo,"1,500","8,000"
Sugita,"3,000","4,500"
Hassho,"1,000","3,000"
hugo,"3,500","7,000"
YŌSHOKU BISTRO TŌYAMA,"6,000","8,000"
Lien,"3,500","8,500"
Yakitori HARUKA,"5,000","7,000"
Osteria da K. [káppa],"5,000","8,000"
Kyoeido,"1,000","3,000"
Onigiri Asakusa Yadoroku,"1,000","2,000"
San Jacopino,"4,000","6,000"
Shuka Nomoto,"5,000","7,000"
Shinjiko Shijimi Chukasoba Kohaku,"1,000","1,500"
Bistro Némot,"5,000","7,000"
falò,"6,000","8,000"
Marugo,"2,000","3,000"
Hamacho Kaneko,"1,000","4,000"
Teuchisobadokoro Shisen-an,"1,500","8,000"
Ponchiken,"1,500","4,000"
Ramen Nijubunnoichi,"1,000","1,500"
Shunsai Oguraya,"5,000","8,000"
SUSHI SOTATSU,"4,000","8,000"
ÉTAPE,"1,500","8,000"
Sobamae Nagae,"3,000","5,000"
Arrocería Sal y Amor,"2,500","6,000"
Maniwa,"5,500","6,500"
Chugokusai Zen Raku Bou,"1,000","7,000"
you-en,"1,500","8,000"
Urokogumo,"5,000","7,000"
Le Bouton,"6,000","8,000"
Kissui Hananoren,"1,000","2,000"
Shikinoshoku Saito,"1,000","8,000"
TORITAMA Honkan,"4,000","6,000"
Washokuya Taichi,"4,000","7,000"
infusion,"2,500","9,000"
jeeten,"5,000","7,000"
Tempura Shinagawa,"2,000","9,500"
Pork Vindaloo Taberu Fukudaitoryo,"1,000","1,000"
LAUBURU,"6,000","9,000"
Gracia GASTROBAR de Barcelona,"4,000","9,000"
Araishoten,"1,000","6,000"
Takemasa,"6,000","8,000"
Gimpachitei Yazawa,"1,000","5,000"
Katsuo Shokudo,"1,500","2,500"
Sushidokoro Shigeru,"3,000","8,000"
Torinao,"4,500","6,000"
Sushi Yoshino,"2,000","8,000"
yoyonam,"1,500","6,000"
canade,"6,000","9,000"
Nihao,"3,000","4,000"
Tachiguizushi Akira,"4,000","8,000"
Gyozanomise Okei,"1,000","3,000"
Akitaryori Gojome,"4,000","6,000"
Tonkatsu Nanaido,"1,500","4,000"
CHARCUT,"4,000","6,000"
D'êtraison,"3,500","9,000"
Tonkatsu Keita,"2,000","4,000"
Higawa,"4,000","6,000"
Shizuru,"6,000","8,000"
Kigaruniwashoku Dan,"3,500","6,000"
MOELLEUSE,"5,000","9,500"
BISTRO GLOUTON,"4,000","7,000"
LA BETTOLA da Ochiai,"2,500","7,000"
Shoto Lamp,"6,000","8,000"
noura,"4,000","7,500"
Ikejiri Ohashi Hitoshizuku,"4,000","6,000"
Seki Hanare,"5,000","6,500"
Chukasoba Nishino,"1,000","1,500"
TEMPURA TSUJIMURA,"1,500","8,000"
La Brianza,"3,000","9,000"
Mochibuta Tonkatsu Taiyo,"1,500","3,000"
AMANOYA,"2,000","4,000"
LANBRoA,"4,000","6,000"
Bangera's Kitchen,"1,000","5,000"
Tonkatsu Hinata,"1,500","5,000"
Sobaya Moriiro,"1,000","4,000"
Uzukino Honten,"3,000","3,000"
Akebonobashi Kazu,"6,000","8,000"
Ăn Ði,"6,000","9,000"
Nakano Chuka ! Sai,"1,000","7,000"
Hatsuogawa,"3,500","5,000"
Bistro Beppinsha,"1,000","3,000"
Hoei,"1,500","4,000"
Ametsuchi,"3,000","5,000"
Setagaya Chukasoba Soshigaya Nanachome Shokudo,"1,000","1,500"
Tim Ho Wan,"25,000","25,000"
Menten,"10,000","10,000"
Hapjeongok,"50,000","50,000"
Piyangkong Halmani,"42,000","42,000"
Pildong Myeonok,"28,000","28,000"
A Flower Blossom on the Rice,"25,000","37,000"
Baek Nyun Ok,"43,000","43,000"
Halmaejip,"30,000","30,000"
Limbyungjoo Sandong Kalguksu,"39,000","39,000"
Jaha Son Mandu,"49,000","49,000"
Mandujip,"60,000","60,000"
Chungmuro Jjukkumi Bulgogi,"35,000","35,000"
Woo Lae Oak,"59,000","59,000"
Ojangdong Hamheung Naengmyeon,"20,000","20,000"
Gaeseong Mandu Koong,"33,000","33,000"
Mijin,"37,000","37,000"
Niroumianguan,"12,000","12,000"
Subaru,"25,000","25,000"
Buchon Yukhoe,"28,000","28,000"
Egg & Flour,"53,000","92,000"
Hwangsaengga Kalguksu,"53,000","53,000"
Hyun Udon,"14,000","14,000"
Tuk Tuk Noodle Thai,"32,000","32,000"
Soi Mao,"12,500","60,000"
Myeongdong Kyoja,"10,000","10,000"
Nampo Myeonok,"85,000","85,000"
Kyodaiya,"11,000","11,000"
Hadongkwan,"50,000","50,000"
Yukjeon Hoekwan,"45,000","45,000"
Kyoyang Siksa,"42,000","42,000"
Yonggeumok,"40,000","40,000"
Jungin Myeonok,"76,000","76,000"
Yurimmyeon,"14,000","14,000"
Yakitori Mook,"45,000","45,000"
Imun Seolnongtang,"33,000","33,000"
Bongsanok,"45,000","45,000"
Base is nice,"19,000","19,000"
Oreno Ramen,"10,000","10,000"
Jin Jin,"45,000","45,000"
Goobok Mandu,"7,000","7,000"
Mr. Ahn's Craft Makgeolli,"42,000","50,000"
Bongpiyang,"55,000","55,000"
Gebangsikdang,"39,000","48,000"
Hwa Hae Dang,"60,000","60,000"
Gwanghwamun Gukbap,"45,000","45,000"
Manjok Ohyang Jokbal,"53,000","66,000"
Yangyang Memil Makguksu,"35,000","35,000"
Jinmi Pyeongyang Naengmyeon,"80,000","80,000"
Okdongsik,"14,000","14,000"
Hwanggeum Kongbat,"65,000","65,000"
FAGP,"45,000","45,000"
Daesungjip,"25,000","25,000"
Minami,"43,000","43,000"
Geumdwaeji Sikdang,"25,000","25,000"
Samcheongdong Sujebi,"20,000","20,000"
Mimi Myeonga,"28,000","28,000"
Tasty Cube,"17,000","17,000"
Ggupdang,"20,000","20,000"
Mapo Ok,"58,000","58,000"
Antica Trattoria da Miculan,43,43
Ponte di Nava,20,55
13 Comuni,30,60
Coxinendi,50,60
Da Sapì,20,58
Al Palazzon,19,50
Venanzio,15,58
Osteria Ophis,50,60
La Chioccia d'Oro,15,30
La Villa,40,60
Il Moro,40,40
Alla Pasina,20,60
La Canonica,40,40
Terme,35,40
Frammichè,25,40
La Ferrata,48,48
Veneziano,35,50
Le Due Lanterne,25,45
Dentella,37,37
Casa del Vino della Vallagarina,35,48
Ai Cacciatori,48,48
Trattoria Ceriati,25,65
Clemente,50,50
Da Alighiero,40,45
Trattoria Antichi Sapori,20,35
Lerchner's In Runggen,25,70
Lago del Laux,30,40
Borgo Spoltino,35,50
Dell'Alba,28,45
Kanton Restaurant,45,55
3 Archi,28,42
Fracia,30,50
Luna Rossa,25,40
Rosselli 77,15,25
Magnagallo,25,40
Edelweiss,18,50
L'Acquario,26,42
La Torre,28,60
Il Gabbiano,20,40
Trattoria Eva,15,45
Antica Trattoria Gianna,15,35
L'Angolo del Gusto,25,40
La Locanda del Falco,15,45
Nerina,47,47
Cantina dei Cacciatori,32,35
Tre Noghere,35,35
Al Becco della Civetta,25,50
Blumenstube,48,67
U.P.E.P.I.D.D.E.,41,41
Altavilla,22,40
Il Turacciolo,25,50
Gerani,30,45
Su Gologone,60,60
Villa Aurora,30,50
Barz8,30,63
Osteria Storica Morelli,30,50
Vecchia Lama,25,42
Osteria del Crotto,28,48
4 ciance,35,47
Osteria della Chiocciola,20,40
Bove's,70,70
Angiolina,30,50
Casa Elodia,30,62
Osteria dal Moro,25,45
La Rosina,40,70
Dalla Libera,25,55
L'800,18,40
Antica Trattoria Cattivelli,61,61
Andrea - Sapori Montani,32,40
Il Cortiletto,45,45
Al Convento,60,60
Vecchia Marina,32,57
Kürbishof,65,65
La Tradizione - Cucina Casalinga,30,35
Il Tirabusciò,45,45
Locanda delle Grazie,25,45
Le Antiche Sere,42,42
Trattoria Losanna,50,50
La Barca,50,50
Alla Pace,45,45
Lo Stuzzichino,25,50
La Gioconda,14,50
Romani,30,55
Locanda del Barone,25,35
Violetta,40,45
Laghetto,34,44
Caffè Grande,67,67
Mangiare Bere Uomo Donna,28,40
Antica Trattoria la Grotta dal 1918,42,42
Eva,44,44
Il Fiorile,35,50
Al Monastero,25,60
Antica Fattoria del Grottaione,25,43
Bruxaboschi,48,48
Borgo Poscolle,39,39
Al Piave,40,40
Antica Osteria,35,50
Osteria Enoteca Gambrinus,20,45
Taverna del Grappolo Blu,36,36
Maso Runch-Hof,35,35
Trattoria da Fagiolino,45,45
Antica Locanda al Cervo - Landgasthof zum Hirschen,24,49
Trattoria da Zamboni,35,55
Osteria dei Segreti,25,50
Il Conte Matto,40,45
Mezzocanale - Da Ninetta,25,45
Trattoria Righini Ines,20,40
Trattoria al Parco,55,55
Barance,22,50
Lokanda Devetak,40,50
Trattoria alla Ruota,60,60
Gassenwirt,25,50
Palazzaccio,38,60
La Brinca,39,40
Ca' d'Frara,35,60
Accademia Ristorante,18,50
Da Giocondo,35,35
Il Cedro,43,43
Foresta,35,60
Agritur El Mas,45,45
Buatta Cucina Popolana,32,45
Baracca - Storica Hostaria,15,60
Convito,20,63
Il Rustichello,25,40
Buscone,20,35
Trattoria Bibe,35,50
Palmerino - Il Bacalà a Sandrigo,50,50
Bagatto,60,60
Del Turista - Da Marchesi,13,41
La Baita,40,40
Ca' Murani,40,40
Osteria del Gallo e della Volpe,28,40
Da Gregorio,50,50
Raieü,60,60
Locanda Cacciatori,12,45
Osteria della Villetta,30,45
Hub,20,65
Castagneto,15,45
Le Miniere,25,45
Bistrot Donatella,40,40
Taverna dei Caldora,30,43
La Fossa del Grano,25,45
Italia,15,55
Trattoria Porteri,50,50
Il Normanno,15,35
Tipamasaro,43,43
Antichi Sapori,40,46
Da Fausto,18,45
Dalie e Fagioli,33,58
Trattoria Pomposa - Al Re gras,45,45
Osteria San Giulio,27,40
Antica Trattoria La Toppa,45,45
L'Acchiatura,58,58
Pascalucci,45,45
Locanda da Condo,30,45
Osteria Expanificio,25,40
Trattoria Ai Due Platani,40,40
La Campanara,25,50
Fonte alla Vena,20,80
Osteria Didù,45,45
Cibus,25,50
Trattoria Lanzagallo,38,38
Burro & Alici,30,55
La Pineta,25,35
Trattoria da Marino,25,55
Osteria Piazzetta Cattedrale,35,60
Trippi,16,52
Osteria del 36,45,45
I Tri Siochètt,25,39
Alpenrose,35,60
Trita Pepe,12,35
La Pignata,20,50
Trattoria da Paeto,40,55
Il Ciabot,30,50
Osteria La Torre,48,48
Locanda Mariella,35,50
Caffè La Crepa,24,60
Due Mari,15,30
"Da Flavio e Fabrizio ""Al Teatro""",53,53
Osteria Le Panzanelle,20,50
L'Oste della Bon'Ora,35,90
Osteria la Fefa,50,50
Al Vecchio Faggio,38,57
Aurora,55,55
Il Sottomarino,50,50
Spoon,32,44
Antica Filanda,50,70
Roma,20,60
Osteria Bartolini,38,38
Osteria Bartolini,38,38
La Taverna di San Giuseppe,67,67
Al Borgo,49,49
La Cuccagna,20,50
Mingone,25,48
Perbacco - Vini e Cucina,35,35
Impero,25,65
Vite,41,78
La Piazzetta,34,40
Vögele,30,70
Il Tempio del Gusto,38,50
Osteria de Börg,53,53
La Cucoma,40,60
Hostaria Viola,46,46
Trattoria Flora,21,29
CUCINA.eat,20,35
Josto,48,55
Trattoria da Probo,40,40
Podere San Faustino,45,45
Dei Cantoni,45,45
Il Casolare dei Segreti,45,45
Al Dragone,65,65
Dongiò,22,40
Da Giannino - L'Angolo d'Abruzzo,15,43
Serendib,20,40
La Cucina dei Frigoriferi Milanesi,14,37
Trippa,50,50
Le Nove Scodelle,15,45
Il Sogno,12,45
Il Gobbetto,30,30
Tipico & La Locanda del Capitano,50,50
Trattoria di Via Serra,45,45
Osteria Bartolini,38,38
Al Cambio,35,46
Trattoria Cibrèo-Cibreino,42,42
Podere 39,30,45
Da Burde,65,65
L'Ortone,57,57
Zeb,40,40
Il Latini,72,72
Trattoria Pennestri,45,45
Prati Rione Gastronomico,15,50
Armando al Pantheon,40,80
Profumo di Mirto,53,53
Carnal,45,65
Domenico dal 1968,51,51
Moi,45,55
Hosteria Grappolo d'Oro,32,45
Green T.,80,80
Al Ristoro degli Angeli,20,43
Osteria Magona,30,60
Contesto Alimentare,25,45
Consorzio,38,55
L'Acino,40,40
Scannabue Caffè Restaurant,15,45
Antiche Sere,45,45
Battaglino,40,40
Boccondivino,30,38
Bacucco d'Oro,40,40
Taverna 58,18,40
Estrò,20,35
La Bucaccia,29,50
Al Bersagliere,30,50
Me Cumpari Turiddu,45,45
Oikeîo,28,28
Nolan,35,35
Cerdo Negro 1985,50,50
Divinis,"1,195","1,195"
Dejvická 34 by Tomáš Černý,395,"1,000"
The Eatery,650,900
Na Kopci,825,"1,050"
Eska,668,800
Easeful Cuisine,300,300
Rongshu Noodle Soup with Yellow Croaker,200,200
Nanxiang Steamed Bun (MTP.City God Temple),100,100
Polux,160,350
Jesse,200,200
Da Hu Chun (Middle Sichuan Road),40,40
Hao Sheng,100,150
Mi Thai (Anfu Road),98,300
Rong Cuisine (Huangpu),250,250
Yangzhou Fan Dian (Huangpu),300,300
Lan Ting,100,100
Four Seasons,200,200
Mao Long,120,120
Ye Olde Station (Xuhui),300,300
YongFu Mini (Pudong),250,300
Lan Xin (Jinxian Road),100,100
Gong De Lin (Huangpu),150,150
Hai Jin Zi (Jinxian Road),100,100
Lu Bo Lang,300,300
A Niang Mian Guan,50,50
Udonbo Osaka Honten,"1,000","1,500"
Benikurage,"5,000","8,000"
Comptoir15,"5,000","8,000"
Shitennoji Hayauchi,"1,000","3,000"
Gomenne JIRO,"2,000","3,000"
Izakaya Tokitame,"1,000","7,000"
Souikufu,"5,000","6,500"
au soleil couchant,"1,500","6,000"
Teishokudo Kongoseki,"1,000","1,500"
Yakitori Minami,"5,000","8,000"
RISTORANTE SPELLO,"2,500","8,000"
Kasane,"6,000","9,000"
Nagomizake Jin,"1,500","9,000"
ZENDO,"3,000","4,000"
Sobakiri Karani,"1,000","3,000"
Chugokusai SHIN-PEI,"1,000","8,500"
MAKIBI,"5,000","7,000"
tanpopo,"5,000","7,000"
Sushidokoro Maeda,"4,000","8,000"
Synergy,"1,000","1,500"
Suigyo Murabayashi,"2,000","8,000"
Sushitsune,"2,000","9,500"
Kitahama Anagoya,"1,500","7,000"
kushiage 010,"5,000","7,000"
Udondokoro Shigemi,"1,000","1,500"
idematsu,"1,000","9,000"
L'angolo,"3,000","6,000"
Udonya Kisuke,"1,000","1,500"
Aozora blue,"1,000","5,000"
via del emme,"2,500","8,000"
Shunten Shin,"5,500","8,000"
Kajiyamachi Kazuki,"4,000","9,000"
Tonkatsu Daiki,"1,000","3,000"
Oryori Amenimomakezu,"4,000","6,500"
Uo China Yo,"4,500","7,000"
Hachidori,"4,000","6,000"
Naniwa Okina,"1,000","3,000"
Yakitori Matsuri,"4,500","6,000"
BOTANI:CURRY,"1,000","1,500"
Chiara,"4,000","7,000"
Unagiya,"4,000","9,000"
Watanabe Curry Honten,"1,000","2,000"
Az,"1,000","8,000"
Kosai Fukumimi,"4,000","6,000"
Sushidokoro Kaihara,"4,000","6,000"
Sushi Marumine,"5,000","8,000"
Shokudo Akari,"5,000","7,000"
Chuka Bar Sawada,"4,000","6,000"
Sobakiri Gaku,"1,000","3,000"
Yakitori New Yachiyo,"3,000","4,000"
UDONZIN Beat,"1,000","3,000"
Hommachi Seimenjo Chukasobakobo,"1,000","1,500"
Bubu,"2,000","3,000"
Kitashinchi Shien,"6,000","9,000"
Tempei Kitashinchi Honten,"2,000","3,000"
Sakeya Sakana Yoshimura,"4,000","7,000"
MACELLERIA di TAKEUCHI,"4,000","6,000"
La bonne tâche,"6,000","7,000"
Mrs. Yun,"3,000","4,000"
il luogo di TAKEUCHI,"1,500","8,000"
Nihonshuzammai Utsutsuyo,"5,000","8,000"
Aka to Shiro,"4,000","7,000"
Rittoku Gogasha,"1,000","6,000"
Okonomiyaki Mizuno,"1,500","3,000"
Sumibiyakitori Ikoka,"3,000","5,000"
Hortensia Bistro,"2,000","8,000"
Jibundoki,"4,000","6,000"
Donostia,"2,000","5,000"
Le Caneton,"4,500","9,000"
Kansaidaki Honke Joyato,"1,000","5,000"
Ramen Hayato,"1,000","2,000"
TAMANEGI,"3,500","7,500"
Osteria La Cicerchia,"4,000","6,000"
Ramen Kuon,"1,000","1,500"
ça marche,"2,500","7,000"
DuKKAh,"3,000","8,000"
Yoshitaka,"5,000","8,000"
Macauda,"1,000","6,000"
Okonomiyaki Shimizu,"2,000","4,000"
Soba Takama,"1,000","4,000"
Chukasoba Uemachi,"1,000","1,500"
Yoshinosushi,"3,000","5,000"
Oribe,"4,000","6,000"
Noro,"3,000","8,000"
Teuchiudon Kagawa,"1,000","2,500"
Hashimotoya,"1,000","1,500"
Banya Hana,"1,000","5,000"
Mugito Mensuke,"1,000","2,000"
Yamaji,"5,000","8,000"
Yoshoku Izumi,"6,000","9,000"
TAVERNETTA da KITAYAMA,"1,500","7,000"
GANESH N,"1,000","1,500"
Shimmachi Adachi,"3,500","11,000"
Kankokushokudo Iru,"3,000","6,000"
Sushisho Nehachi,"5,000","8,000"
Pizzeria da Tigre,"1,000","2,000"
Naniwa Menjiro,"1,000","1,500"
Yoshokuya Fujiya,"1,000","5,000"
Omoni,"1,500","4,000"
Poulet,"3,000","5,000"
Sobakiri Imose,"1,000","3,000"
Kiji,"1,000","2,000"
Tsuru to Kame,"5,500","5,500"
Gyoza Tateyama,"1,000","2,000"
Hakugintei,"1,000","1,500"
Sobakiri Arabompu,"1,000","3,000"
Edobori Kida,"1,000","2,000"
Chukasoba Mugen,"1,000","2,000"
Sobadokoro Toki,"1,000","5,000"
Kannomiho,"3,000","5,000"
gastroteka bimendi,"1,500","5,000"
Teuchisoba Kanei,"1,500","5,000"
Vegan Ramen UZU,"2,000","3,000"
Sumiyakisosaitoriya Hitomi,"4,000","5,000"
Honkaku Teuchiudon Taiga,"1,000","1,500"
PIZZERIA MARITA,"1,500","2,500"
YOSHOKU OGATA,"3,000","8,000"
Kyoudon Kisoba Okakita,"1,000","2,000"
Gombe,"1,000","2,000"
Oryori Maeshiro,"5,500","9,000"
Tsuneya Densuke,"6,000","8,000"
Gochisoshiyo,"5,000","7,000"
Washoku Horai,"5,000","8,000"
Sakedokoro Terayama,"5,000","6,000"
Kappo Takohachi,"6,000","9,000"
Shigetsu,"4,000","8,500"
Juu-go,"1,500","1,500"
KARA-KUSA curry,"1,000","1,500"
Tiem an Huong Viet,"2,000","5,000"
ortensia,"2,500","8,000"
Grill French,"3,500","8,000"
Ichihana,"3,000","7,000"
Pinyo Shokudo,"1,000","1,500"
le 14e,"6,000","9,000"
Taiho,"1,000","6,000"
SPICE CHAMBER,"1,000","1,500"
MOTOI Gyoza,"1,500","2,500"
Tan,"3,000","7,000"
Renkonya,"4,000","5,000"
Izuu,"3,000","4,000"
IKAZUCHI UDON,"1,000","1,500"
Ryori Rihaku,"6,000","9,000"
Washoku Haru,"4,000","7,000"
Lapintaika,"2,000","6,000"
Sobashubo Ichii,"1,000","5,000"
Hachiraku,"5,000","7,000"
Oshikoji Yuki,"6,000","8,000"
HUNTER,"5,500","5,500"
SEction D'or,"2,000","2,000"
Uri,"4,000","5,000"
Bistro Cerisier,"3,500","6,000"
Gion Yorozuya,"1,000","2,000"
Pizzeria Napoletana Da Yuki,"2,000","5,000"
Itsutsu,"1,500","4,000"
Fuyacho Uneno,"5,000","7,000"
Kanesho,"2,000","4,000"
Tonkatsu Ichiban,"1,000","2,000"
Zingrock,"1,000","2,500"
Ramen Touhichi,"1,000","1,500"
Oryori Menami,"4,000","8,000"
Gion Uokeya U,"4,000","7,000"
Pontocho Masuda,"6,000","8,000"
DEUX FILLES,"3,000","9,000"
Shutei Bankara,"4,000","6,000"
Hakuraku Kajosai,"1,500","8,000"
Canton Shunsai Ikki,"1,500","9,000"
en,"6,000","8,000"
Soba Rojina,"1,000","4,000"
Cantina Rossi,"2,000","5,000"
La pleine lune,"4,000","9,500"
Shichiku Kiko,"2,000","9,000"
Kushi Tabito,"2,000","5,000"
Yamamotomenzo,"1,000","1,500"
KOBUSHI Ramen,"1,000","1,500"
Mishina,"3,000","6,000"
Saikaku,"1,000","6,000"
